Mascot_ID,name,team,date_unveiled,mhof_nominated_year,mhof_inducted_date,history,student_pro,image_file,image_url,character_type,maker,variety,sub_variety,current_character,selection_process,performer_type,year_retired,website
1693,NO MASCOT,1700,,,,,0,C:\MHOF\MLS\union.png,,5,,,,1,,,,
1694,Bitchy the Hawk,1701,,,,,0,C:\MHOF\MLS\bitchy.jpg,http://bleacherreport.com/articles/1786225-meet-bitchy-the-hawk-toronto-fc-mascot-who-scares-off-seagulls,2,,,,1,,,,
1695,Marco Van Bison,1702,26-Aug-07,,,,0,C:\MHOF\MLS\marco.jpg,https://www.coloradorapids.com/content/test-mascot,1,,16,,1,,,,
1696,Tex Hooper,1703,06-Sep-96,,,,0,C:\MHOF\MLS\texhooper.jpg,https://www.fcdallas.com/fans/hooper,1,,16,,1,,,,
1697,Dynamo Diesel,1704,01-Jan-07,,,"Recommendation. Our first performer was unable to continue and recommended our current performer. 2020 will be 10 years with our current performer and have another performer who has been with us for 6 years. 

One primary performer, with multiple other performers.

We are not a school, but our primary performer was the Sam Houston Bearcats mascot and then moved up to Dynamo Diesel. 

Fiber Works created our current suit but we are wokring with Alinco Costumes for our new suit.

Performer does not know about this (want it to be a surprise). Please contact Kris Rigby

Dynamo Diesel became Houston's favorite mascot Fox in 2007. When the new BBVA Stadium was built in 2012 he received an extreme makeover and now you can see the suave fox looking better than ever, pumping the Dynamo faithful up at all of the Dynamo and Dash games! Since he joined the team, Diesel has been a huge presence in the Houston community, with some of his efforts including: â€œDieselâ€™s Toy Chestâ€ benefiting B.I.G Love Cancer Care, â€œDieselâ€™s Championsâ€ motivational education programs, riding in the MS 150 and even swam over 500 meters to raise money for Big Brothers Big Sisters-Houston!",0,C:\MHOF\MLS\fox.jpg,https://www.houstondynamo.com/fans/diesel,1,26,29,,1,Recommendation. Our first performer was unable to continue and recommended our current performer. 2020 will be 10 years with our current performer and have another performer who has been with us for 6 years.,,,Currently under construction. Please use krigby@houstondynamo.com to submit anything
1698,Cozmo,1705,01-Jan-03,,,,0,C:\MHOF\MLS\cosmo.jpg,,1,,7,,1,,,,
1699,NO MASCOT,1706,,,,,0,C:\MHOF\MLS\la.png,,5,,,,1,,,,
1700,The Loon,1707,,,,,0,C:\MHOF\MLS\loon.jpg,,1,,10,53,1,,,,
1701,Timber Joey,1708,01-Jan-08,,,"There was a Timber Jim first, also human.

History of the Log Slab Tradition:
“No, you can’t bring any chainsaws in the stands. Are you crazy?” That’s what former Timbers general manager Keith Williams said to Jim Serrill back in the late 1970s. At the time, little did Williams know that Serrill would become the team’s long-time icon as “Timber Jim” and that his saw would establish a unique and beloved Timbers tradition – the cutting of the “log slab.” After each goal scored by the Timbers at Providence Park, a slice is cut from the victory log behind the north goal and celebrated in a cloud of sawdust and cheered by the roar of a chainsaw and thousands of voices. The log slab is then paraded through the stands, and ultimately, presented to its rightful owner – the goal scorer – in a post-game ceremony. This time-honored tradition has helped make Timbers matches at Providence Park a one-of-a-kind soccer experience in the United States. Over the years, the players have changed, the uniforms have changed, and even the mascot has changed, but the tradition of cutting the log slab after each Timbers goal lives on, and the spirit of the “log slab” will continue to inspire Timbers fans for years to come.",0,C:\MHOF\MLS\joey.jpg,https://www.timbers.com/providencepark/supporters/timber-joey,4,,3,,1,,,,
1702,Leo the Lion,1709,,,,,0,C:\MHOF\MLS\leo.jpg,,1,,6,3,1,,,,
1703,Q,1710,,,,,0,C:\MHOF\MLS\quake.jpg,,1,,7,,1,Application process. Q has been the same person since our (most recent given relocation) inaugural season,,,https://www.sjearthquakes.com/community/appearances
1704,NO MASCOT,1711,,,,,0,C:\MHOF\MLS\sounders.png,,5,,,,1,,,,
1705,Blue,1712,09-Jun-11,,,,0,C:\MHOF\MLS\blue.jpg,,1,,2,,1,"Availability, enthusiasm and past mascot experience",,,https://www.sportingkc.com/community/mascot-appearance-requests
1706,Spike,1713,19-Mar-11,,,,0,C:\MHOF\MLS\spike2.jpg,https://www.whitecapsfc.com/spike2,1,,10,,1,,,,
1707,NO MASCOT,1726,,,,,0,C:\MHOF\Milb\Carolina League\astros.jpg,,5,,,,1,,,,
1708,Muddy the Mudcat,1727,,,,,0,C:\MHOF\Milb\Carolina League\muddy.jpg,,1,,11,,1,,,,
1709,Dewd,1728,01-Jan-17,,,,0,C:\MHOF\Milb\Carolina League\Dewd.jpg,,1,,10,36,1,,,,
1710,Keyote,1729,,,,,0,C:\MHOF\Milb\Carolina League\Keyote.jpg,,1,,31,,1,,,,
1711,Southpaw 2.0,1730,01-Jan-17,,,,0,C:\MHOF\Milb\Carolina League\southpaw2.jpg,,1,13,7,,1,,,,
1712,Splash,1731,01-Jan-99,,,,0,C:\MHOF\Milb\Carolina League\splash.jpg,http://www.milb.com/content/page.jsp?ymd=20100309&content_id=8729888&sid=t521&vkey=team3,1,,10,26,1,,,,
1713,Uncle Slam,1732,,,,,0,C:\MHOF\Milb\Carolina League\slam.jpg,http://www.milb.com/content/page.jsp?ymd=20070125&content_id=163396&sid=t436&vkey=team2,1,,7,,1,,,,
1714,Mugsy the St. Bernard,1733,,,,,0,C:\MHOF\Milb\Carolina League\mugsy.jpg,,1,,2,,1,,,,
1715,Rocky Bluewinkle,1734,,,,,0,C:\MHOF\Milb\Carolina League\rocky.jpg,http://www.milb.com/content/page.jsp?ymd=20090116&content_id=496609&sid=t426&vkey=team3,1,,14,,1,,,,
1716,Bolt,1735,,,,,0,C:\MHOF\Milb\Carolina League\bolt.jpg,http://www.milb.com/content/page.jsp?sid=t580&ymd=20090216&content_id=510944&vkey=team3,1,,7,,1,,,,
1717,Webster,1714,,,,,0,C:\MHOF\Milb\Eastern League\webster.jpg,,1,,10,36,1,,,,
1718,Al Tuna,1715,,,,,0,C:\MHOF\Milb\Eastern League\altuna.jpg,http://www.milb.com/content/page.jsp?sid=t452&ymd=20101104&content_id=15992708&vkey=team3,1,,11,,1,,,,
1719,Rowdy,1716,,,,,0,C:\MHOF\Milb\Eastern League\rowdy.jpg,,1,,1,,1,,,,
1720,Louie,1717,,,,,0,C:\MHOF\Milb\Eastern League\louie.jpg,http://www.milb.com/content/page.jsp?sid=t418&ymd=20100328&content_id=8977386&vkey=team3,1,,7,,1,,,,
1721,C.Wolf,1718,20-Jun-95,,,,0,C:\MHOF\Milb\Eastern League\cwolf.jpg,http://www.milb.com/content/page.jsp?sid=t106&ymd=20090218&content_id=511749&vkey=team2,1,,17,,1,,,,
1722,Rascal,1719,01-Apr-98,,,"They had two other ones before, a reindeer Senator Rudy, and a human type Uncle Slam.",0,C:\MHOF\Milb\Eastern League\rascal.jpg,http://www.milb.com/content/page.jsp?ymd=20090218&content_id=40994914&sid=t547&vkey=team2,1,,7,,1,,,,
1723,Chompers,1720,,,,,0,C:\MHOF\Milb\Eastern League\chompers.jpg,,1,,43,,1,,,,
1724,Fungo,1721,01-Jan-04,,,"Bio: Fungo, the popular Fisher Cats mascot was born in the woodlands of New Hampshire. He grew up as a ""kit"", or baby Fisher, and he enjoyed playing with Fisher Price toys.

His favorite candy is Swedish Fish. He used to spend a lot of time in Burlington, Vt., listening to his favorite band Phish perform live in concert at Nectar's. His favorite video rentals are ""The Fisher King"" starring Robin Williams, ""A Fish Called Wanda"" starring Jamie Lee Curtis, and ""The Fish That Saved Pittsburgh"" starring Dr. J.

While his main diet consists of hamburgers, hot dogs, and cracker jacks, he enjoys fishing on Lake Winnipesaukee. As the founder of the Fisher Cats' ""Kids Club"", he hopes to promote wildlife education, sportsmanship, good manners, and the card game ""Go-Fish"".",0,C:\MHOF\Milb\Eastern League\fungo.jpg,http://www.milb.com/content/page.jsp?ymd=20100511&content_id=9962402&sid=t463&vkey=team1,1,,,,1,,,,
1725,Slugger,1722,07-May-94,,,"Slugger the Sea Dog was introduced as the Portland Sea Dogs’ mascot on May 7th, 1994. Slugger, a grey
harbor seal, hails from the cold waters of Casco Bay. He loves baseball and the Boston Red Sox.

As the Sea Dogs’ Director of Entertainment, Slugger has entertained more than 10 million fans; has gained
national attention for his on-field antics; and is one of the most followed MiLB mascots on social media. He
adds a special element to every Portland Sea Dogs game with skits that include dancing, flips, stunts,
interactions with the umpires and fans, and general tom-foolery.

When he's not busy entertaining the crowd, Slugger can be found parading around the cities and towns of
Maine, visiting his friends at the Barbara Bush Children's Hospital, local schools, and being the “Life of the
Party” at over 200 community appearances each year. Slugger loves giving back to his community and leads
several programs including Strike Out Cancer in Kids, Slugger’s Reading Challenge, the Slugger Open, and the
Mini Slugger Open.

Favorite Movies: ""The Sandlot"", ""The Natural"", ""Field of Dreams"", ""Fever Pitch"", and “Andre”.
Favorite Food: Sea Dog Biscuits
Favorite Song: YMCA
Weight: Healthy
Born: May 7th, 1994 in Casco Bay, Maine
Resides: Hadlock Field
Race Around the Bases Record: 0-1853*
* Was robbed of the win on at least two occasions. Ran under protest.",0,C:\MHOF\Milb\Eastern League\slugger.jpg,http://www.milb.com/content/page.jsp?ymd=20090115&content_id=40993426&fext=.jsp&vkey=news_t546&sid=t546,1,,2,,1,,,,
1726,Screwball,1723,,,,,0,C:\MHOF\Milb\Eastern League\Screwball.jpg,http://www.milb.com/content/page.jsp?ymd=20140820&content_id=90538842&fext=.jsp&sid=t522&vkey=,1,,8,,1,,,,
1727,Nutzy,1724,,,,,0,C:\MHOF\Milb\Eastern League\nutzy.jpg,,1,,40,,1,,,,
1728,Boomer,1725,09-May-94,,,"He bounced out of the dugout on a Friday night in May of 1994 and as they say, the rest is history. Boomer has brought sheer delight to millions of fans both young and old.  His energy is nothing short of amazing.  As many things have changed over the last 25 years along the banks of the Delaware River; one thing has remained the same. The symbol of Trenton Thunder baseball their lovable big blue Thunder Bird, Boomer.",0,C:\MHOF\Milb\Eastern League\boomer.jpg,http://www.milb.com/content/page.jsp?ymd=20101102&content_id=15965252&sid=t567&vkey=team2,1,28,10,43,1,Mascot Tryouts - First runner up for the Phanatic Back Up when he didn't get the gig he tried out for us.,,,
1730,Axel the Bear,1647,,,,,0,C:\MHOF\Milb\Midwest League\axel.png,http://www.milb.com/content/page.jsp?ymd=20130906&content_id=41567530&sid=t2498&vkey=team3,1,,5,,1,,,,
1731,Roscoe the Grease Monkey,1647,,,,,0,C:\MHOF\Milb\Midwest League\grease.png,http://www.milb.com/content/page.jsp?ymd=20130906&content_id=41567530&sid=t2498&vkey=team3,1,,19,,1,,,,
1735,Heater,1648,,,,,0,C:\MHOF\Milb\Midwest League\heater.jpg,,1,,18,,1,,,,
1736,Gem,1648,,,,,0,C:\MHOF\Milb\Midwest League\gem.gif,,1,,18,,1,,,,
1737,roofman,1648,,,,,0,C:\MHOF\Milb\Midwest League\roofman.gif,http://www.milb.com/content/page.jsp?ymd=20090324&content_id=40997980&fext=.jsp&sid=t459&vkey=,3,,3,,1,,,,
1738,Wink,1648,,,,,0,C:\MHOF\Milb\Midwest League\wink.gif,http://www.milb.com/content/page.jsp?ymd=20090324&content_id=40997980&fext=.jsp&sid=t459&vkey=,1,,7,,1,,,,
1740,Lou E. Loon,1650,25-Aug-06,,,,0,C:\MHOF\Milb\Midwest League\loee.jpg,http://www.milb.com/content/page.jsp?ymd=20090205&content_id=40997870&sid=t456&vkey=team2,1,,10,53,1,,,,
1741,Rall E. Camel,1650,01-Jan-12,,,,0,C:\MHOF\Milb\Midwest League\ralle.jpg,http://www.milb.com/content/page.jsp?ymd=20090205&content_id=40997870&sid=t456&vkey=team2,1,,28,,1,,,,
1742,Ozzie T. Cougar,1659,,,,,0,C:\MHOF\Milb\Midwest League\kane.jpg,,1,,6,11,1,,,,
1743,Annie Cougar,1659,,,,,0,C:\MHOF\Milb\Midwest League\annie.jpg,,1,,6,11,1,,,,
1745,Captain Clipper,1651,31-Jul-05,,,,0,C:\MHOF\Milb\Midwest League\CaptainClipper.jpg,http://www.milb.com/content/page.jsp?ymd=20061109&content_id=41229458&fext=.jsp&vkey=news_t437&sid=t437,3,,3,,1,,,,
1746,Skippy,1651,10-Apr-09,,,,0,C:\MHOF\Milb\Midwest League\skippy.jpg,http://www.milb.com/content/page.jsp?ymd=20061109&content_id=41229458&fext=.jsp&vkey=news_t437&sid=t437,1,,7,,1,,,,
1748,Ratchet,1652,01-Jan-99,,,,0,C:\MHOF\Milb\Midwest League\ratchet.jpg,,1,,9,,1,,,,
1752,Swoop the Silverhawk,1653,,,,,0,C:\MHOF\Milb\Midwest League\southbendcubs.jpg,,1,,10,24,1,,,,
1753,Crash the River Rascal,1654,01-Jan-94,,,,0,C:\MHOF\Milb\Midwest League\whitecap.jpg,http://www.milb.com/content/page.jsp?ymd=20090213&content_id=71475684&fext=.jsp&sid=t582&vkey=,1,,23,,1,,,,
1754,Franky the Swimming Pig,1654,01-Jan-96,,,,0,C:\MHOF\Milb\Midwest League\pig.jpg,http://www.milb.com/content/page.jsp?ymd=20090213&content_id=71475684&fext=.jsp&sid=t582&vkey=,1,,22,,1,,,,
1755,Roxy the River Rascal,1654,01-Jan-13,,,,0,C:\MHOF\Milb\Midwest League\roxy.jpg,http://www.milb.com/content/page.jsp?ymd=20090213&content_id=71475684&fext=.jsp&sid=t582&vkey=,1,,23,,1,,,,
1757,Whiffer,1662,01-Jan-13,,,,0,C:\MHOF\Milb\Midwest League\rattlers.jpg,,1,,7,,1,,,,
1758,Ted E. Tourist,1736,01-Jan-91,,,,0,C:\MHOF\Milb\South Atlantic League\Asheville Tourists - Img0001a.jpg,,1,,5,,1,,,,
1759,Mr. Moon,1736,01-Jan-11,,,,0,C:\MHOF\Milb\South Atlantic League\Asheville Tourists - Img0001c.jpg,,1,,8,,1,,,,
1760,Auggie,1737,01-Jan-06,,,,0,C:\MHOF\Milb\South Atlantic League\Augusta GreenJackets.jpg,,1,,15,,1,,,,
1761,Charlie T. RiverDog,1738,10-Apr-94,,,,0,C:\MHOF\Milb\South Atlantic League\Charleston RiverDogs.jpg,,1,,2,,1,,,,
1762,Mason,1739,01-Jan-16,,,,0,C:\MHOF\Milb\South Atlantic League\Columbia Fireflies - Img0004a.jpg,,1,,15,,1,,,,
1763,Sherman the Shorebird,1740,01-Jan-99,,,,0,C:\MHOF\Milb\South Atlantic League\Delmarva Shorebirds - Img0005.jpg,,1,,10,,1,,,,
1764,Guilford the Grasshopper,1741,01-Jan-05,,,,0,C:\MHOF\Milb\South Atlantic League\Greensboro Grasshoppers - Img0006.jpg,,1,,15,,1,,,,
1765,Reedy Rip'It,1742,01-Jan-06,,,,0,C:\MHOF\Milb\South Atlantic League\Greenville Drive - Img0007.jpg,,1,,34,,1,,,,
1766,Woolie,1743,01-Apr-01,,,,0,C:\MHOF\Milb\South Atlantic League\Hagerstown Suns - Img0008a.jpg,,1,,7,,1,,,,
1767,Conrad the Crawdad,1744,01-Jan-93,,,"Conrad the Crawdad has been with the organization since the inception in 1993. He received his name in a naming contest held by the local paper. In June 2018, he married his long time sweetheart Candy the Crawdad at the stadium during a game.",0,C:\MHOF\Milb\South Atlantic League\conrad2.jpg,,1,5,38,,1,Tryout Process,,,
1768,Candy the Crawdad,1744,01-Jan-05,,,,0,C:\MHOF\Milb\South Atlantic League\Hickory Crawdads - Img0009b.jpg,,1,,38,,1,,,,
1769,Bo the Weevil,1748,,,,,0,C:\MHOF\Milb\South Atlantic League\bo.jpg,,1,,45,,1,,,,
1770,Dub,1745,,,,,0,C:\MHOF\Milb\South Atlantic League\,,0,,,,1,,,,
1771,Tim E. Gator,1745,01-Jan-09,,,,0,C:\MHOF\Milb\South Atlantic League\timegator.jpg,,1,,44,,1,,,,
1772,Buster,1746,01-Jan-01,,,,0,C:\MHOF\Milb\South Atlantic League\Lakewood BlueClaws - Img0011.jpg,http://www.milb.com/content/page.jsp?ymd=20100210&content_id=8053158&sid=t427&vkey=team3,1,,7,,1,,,,
1773,RipTide,1746,01-Jan-16,,,,0,C:\MHOF\Milb\South Atlantic League\riptide.jpg,https://www.milb.com/blueclaws/news/meet-riptide-the-newest-member-of-the-blueclaws-family/c-179568570,1,,21,,1,,,,
1774,Big L,1747,01-Jan-01,,,,0,C:\MHOF\Milb\South Atlantic League\Lexington Legends - Img0012.jpg,,3,,3,,1,,,,
1775,Pee-Wee,1747,01-Jan-01,,,,0,C:\MHOF\Milb\South Atlantic League\Lexington Legends - Img0012a.jpg,,1,,8,,1,,,,
1776,Elle,1747,01-Jan-04,,,,0,C:\MHOF\Milb\South Atlantic League\Lexington Legends - Img0012c.jpg,,3,,3,,1,,,,
1777,Little L,1747,01-Jan-05,,,,0,C:\MHOF\Milb\South Atlantic League\Lexington Legends - Img0012f.jpg,,3,,3,,1,,,,
1778,Romey,1749,01-Jan-03,,,,0,C:\MHOF\Milb\South Atlantic League\Rome Braves - Img0013b.jpg,,1,,7,,1,,,,
1779,Roxie,1749,01-Jan-06,,,,0,C:\MHOF\Milb\South Atlantic League\Rome Braves - Img0013c.jpg,,1,,7,,1,,,,
1780,Roman,1749,01-Jan-15,,,,0,C:\MHOF\Milb\South Atlantic League\Rome Braves - Img0013d.jpg,,1,,8,,1,,,,
1781,Axe,1750,01-Jan-04,,,,0,C:\MHOF\Milb\South Atlantic League\powermascots.jpg,,1,,7,,1,,,,
1782,Gusty,1750,01-Jan-04,,,,0,C:\MHOF\Milb\South Atlantic League\powermascots.jpg,,1,,7,,1,,,,
1783,Pyro,1750,01-Jan-04,,,,0,C:\MHOF\Milb\South Atlantic League\powermascots.jpg,,1,,7,,1,,,,
1784,Hydro,1750,01-Jan-04,,,,0,C:\MHOF\Milb\South Atlantic League\powermascots.jpg,,1,,7,,1,,,,
1785,Charlie,1750,01-Jan-04,,,,0,C:\MHOF\Milb\South Atlantic League\powermascots.jpg,,1,,7,,1,,,,
1786,Chuck,1750,01-Jan-10,,,,0,C:\MHOF\Milb\South Atlantic League\chuck.jpg,,1,,7,,1,,,,
1787,The Bug,1589,,,,,0,C:\MHOF\Milb\California League\thebug.jpg,,1,,8,,1,,,,
1789,Slick The Mechanic,1589,01-Jan-14,,,,0,C:\MHOF\Milb\California League\slick.jpg,,3,,3,,1,,,,
1791,Jackpot,1590,01-Apr-94,,,"Jackpot, the score-keeping bunny rabbit, has been with the Storm since their inception in 1994 making him the longest employed mascot in Storm franchise history. Since the beginning, Jackpot always loved dancing. Have you ever seen him move!? He's got skills, and he'll show you. Go ahead take him on...if you dare.

You can find Jackpot at Lake Elsinore Storm home games in random parts of the ballpark. He gets involved in promotions and even has his own intro during pre-game. But the best place to look for Jackpot is by the right field wall. Jackpot is the bunny in charge of the manual scoreboard every game. When the Storm score, Jackpot comes out from behind the wall and shows off his celebratory dance moves.",0,C:\MHOF\Milb\California League\jackpoot.jpg,,1,16,26,,1,Part time hiring process,,,
1792,Mini-Thunder,1590,15-Jul-16,,,"Mini Thunder, aka ""Mini T"", is Thunder's younger brother and puppy-sized shadow. He admires and constantly imitates his big bro at all times as he learns the ropes of being a professional mascot. Mini Thunder has his own mini quad and his own unique style. He can be seen at most Friday and Saturday games as well as certain promotional nights throughout the season.",0,C:\MHOF\Milb\California League\minithunder.jpg,,1,1,2,,1,,,,
1793,Ace The Fastest Squirrel,1590,01-Apr-12,,,"Ace recently hung up the racing spikes after his final full season in 2017, but his legacy will live on. After years of being chased by too many dogs (*cough* Thunder *cough*), Ace decided to race baseball fans for six seasons.

Named for his sponsor, The Lake Elsinore Hotel and Casino, Ace raced fans from foul pole to foul pole regularly during Storm home games at The Diamond. Each contestant had a chance to win $500 if they upset the heavily favored rodent in a race across the field. You can count the number of Ace's losses on one hand, but the number of victories is in the hundreds.

The nutty and speedy squirrel began his career with the Lake Elsinore Storm in 2012 and gained notoriety after making his Major League debut at Petco Park in San Diego and earning a spot on SportsCenter's Top 10 plays of the day. The Giants had a 5-0 lead in the fourth inning over the Padres when Ace was called into action. After giving his unsuspecting opponent a huge lead, the ""World's Fastest Squirrel"" lived up to his name by rallying to win the race by about 10 meters. The Padres went on to score six runs that inning and win the game. Padres Manager Bud Black mentioned the Squirrel Race in a post-game interview as the turning point in the game for the team. After that, Ace became part of a national advertising campaign for ESPN.",0,C:\MHOF\Milb\California League\ace.jpg,,1,15,40,,1,,,,
1794,The Grounds Crew Gorilla,1590,01-Apr-08,,,"An ominous and elusive figure at the ballpark, The Grounds Crew Gorilla appears when mischief and mascot antagonization is called for. The Gorilla has been a member of the Storm mascot family since 2008 and has been entertaining fans with his vast array of entertaining and chaotic acts. The best part of the Grounds Crew Gorilla is that you never know what you are going to get. The Gorilla has many alter ego's including:

Lady Ga Garilla, Fat Gorilla, Motorcycle Gorilla, , Robo-Gorilla, Wrestler Gorilla, Katy Hairy, Visitor Team Beat Down Gorilla, Storm Player Gorilla, Flasher Gorilla and many more...

In the 2009 season the Gorilla had an ongoing feud with Inland Empire 66ers' Trayvon ""Gorilla Killa"" Robinson. The feud was never officially settled and may be reopened at any time.

In 2011 the Grounds Crew Gorilla was honored at the Minor League Baseball Promotional Seminars with a ""Golden Bobble Head"" for the Best In-Game Promotion in Minor League Baseball.",0,C:\MHOF\Milb\California League\gorilla.jpg,,1,,39,,1,Mystery,,,
1796,Stealth,1591,01-Jan-09,,,,0,C:\MHOF\Milb\California League\stealth.jpg,http://www.milb.com/content/page.jsp?ymd=20110317&content_id=16991874&sid=t491&vkey=team3,1,,10,24,1,,,,
1797,Wally the Walnut,1585,,,,,0,C:\MHOF\Milb\California League\wally.jpg,,1,,7,,1,,,,
1798,Shelly the Pistachio,1585,01-Jan-14,,,,0,C:\MHOF\Milb\California League\Shelly.jpg,,1,,7,,1,,,,
1799,Al the Almond,1585,,,,,0,C:\MHOF\Milb\California League\al.jpg,,1,,7,,1,,,,
1801,Aftershock,1592,,,,,0,C:\MHOF\Milb\California League\Aftershock.jpg,,1,,41,,1,,,,
1805,Crew Cat,1693,15-Jun-94,,,"no longer current mascot after 20 years, ended in 2015",0,C:\MHOF\MLS\CrewCat.jpg,,1,,6,,1,A company called The Mascot Organization schedules talent and assists in identifying performers for our events,,,https://www.columbuscrewsc.com/giveforward/mascot
1806,Edson the Eagle,1702,04-Jul-07,,,,0,C:\MHOF\MLS\edson.png,https://www.coloradorapids.com/content/test-mascot,1,,10,23,1,,,,
1807,Jorge El Mapache,1702,20-Oct-07,,,,0,C:\MHOF\MLS\jorge.jpg,https://www.coloradorapids.com/content/test-mascot,1,,35,,1,,,,
1808,Franz the Fox,1702,09-Jul-08,,,,0,C:\MHOF\MLS\franz.jpg,https://www.coloradorapids.com/content/test-mascot,1,,29,,1,,,,
1809,RapidMan,1702,01-Jan-96,,,"RapidMan, the club’s former mascot, made the 4th of July, 2007, his official retirement date. After being part of the club since the team's inception in 1996, RapidMan announced plans to pursue other ventures.
The Rapids held a Testimonial Match in RapidMan's honor at halftime of the Rapids' July 4 game. In the soccer world, it is traditional to hold a testimonial match in recognizance of a player who gives 10 years or more of service to his club, and as RapidMan had served the Rapids organization for 12 seasons, the Rapids invited in several of RapidMan's fellow mascots from around Denver and the world to participate in the game.",0,C:\MHOF\MLS\rapidman.jpg,https://www.coloradorapids.com/post/2015/08/20/rapidman-myth-mascot-legend,3,,3,,0,,,,
1810,Winger,1713,,,,Is retired character,0,C:\MHOF\MLS\winger.jpg,https://www.whitecapsfc.com/spike2,1,,10,,0,,,,
1811,Mini Muddy,1727,,,,,0,C:\MHOF\Milb\Carolina League\minimuddy.jpg,,1,,11,,1,,,,
1812,Rally Cat,1727,,,,,0,C:\MHOF\Milb\Carolina League\rallycat.jpg,,1,,6,,1,,,,
1813,Mr. Celery,1734,,,,,0,C:\MHOF\Milb\Carolina League\celery.jpg,,1,,7,,1,,,,
1814,Rubble,1734,,,,,0,C:\MHOF\Milb\Carolina League\rubble.jpg,,1,,7,,1,,,,
1815,Misty the St. Bernard,1733,,,,,0,C:\MHOF\Milb\Carolina League\misty.jpg,,1,,2,,1,,,,
1816,Deuce,1731,01-Jan-08,,,,0,C:\MHOF\Milb\Carolina League\deuce.jpg,http://www.milb.com/content/page.jsp?ymd=20100309&content_id=8729888&sid=t521&vkey=team3,2,,2,,1,,,,
1817,Rally Shark,1731,01-Jan-08,,,,0,C:\MHOF\Milb\Carolina League\rallyshark.jpg,http://www.milb.com/content/page.jsp?ymd=20100309&content_id=8729888&sid=t521&vkey=team3,1,,11,,1,,,,
1818,Southpaw,1730,,,,not active,0,C:\MHOF\Milb\Carolina League\southpaw1.jpg,,1,,35,,1,,,,
1819,Frank Key,1729,,,,,0,C:\MHOF\Milb\Carolina League\frank.jpg,,3,,3,,1,,,,
1820,Cloudman,1725,05-Jul-15,,,,0,C:\MHOF\Milb\Eastern League\cloudman.jpg,,1,,7,,1,,,,
1821,Strike,1725,,,,,0,C:\MHOF\Milb\Eastern League\strike.jpg,,1,,7,,1,,,,
1822,Nutasha,1724,,,,,0,C:\MHOF\Milb\Eastern League\nutasha.jpg,,1,,40,,1,,,,
1823,Zinger,1724,,,,,0,C:\MHOF\Milb\Eastern League\nut.jpg,,1,,7,,1,,,,
1824,TRASH MONSTER,1722,23-Apr-94,,,,0,C:\MHOF\Milb\Eastern League\trash.jpg,http://www.milb.com/content/page.jsp?ymd=20090115&content_id=40993426&fext=.jsp&vkey=news_t546&sid=t546,1,,7,,1,,,,
1825,Slider,1721,01-Jan-07,,,"Bio: Slider is Fungo's favorite cousin. He is originally from Dunedin, Fla., but had to come to New Hampshire when he heard about how much fun Fungo was having. He loves his new home and has fun attending community events throughout New Hampshire and games at Northeast Delta Dental Stadium. More than anything else, Slider loves the Fisher Cats!

Slider is young and athletic-so as New Hampshire's winter nears its end and the weather begins to warm, Slider gets excited because he knows the season is near! His main goal at games? Adding excitement and energy to each Fisher Cats' home game. His trademark moves? Flexing his muscles, giving high-fives, and showing off his athleticism.",0,C:\MHOF\Milb\Eastern League\slider.jpg,http://www.milb.com/content/page.jsp?ymd=20100511&content_id=9962402&sid=t463&vkey=team1,1,,6,,1,,,,
1826,Rah-Lee Llama,1721,01-Jan-09,,,,0,C:\MHOF\Milb\Eastern League\llama.jpg,,1,,42,,1,,,,
1827,Steamer,1715,,,,,0,C:\MHOF\Milb\Eastern League\steamer.jpg,http://www.milb.com/content/page.jsp?sid=t452&ymd=20101104&content_id=15992702&vkey=team3,1,,7,,1,,,,
1828,Diesel Dawg,1715,,,,,0,C:\MHOF\Milb\Eastern League\dawg.jpg,http://www.milb.com/content/page.jsp?sid=t452&ymd=20101104&content_id=15992716&vkey=team3,1,,2,,1,,,,
1829,Tenacious,1715,,,,,0,C:\MHOF\Milb\Eastern League\tenacious.jpg,http://www.milb.com/content/page.jsp?sid=t452&ymd=20110128&content_id=16523270&vkey=team3,3,,3,,1,,,,
1830,Loco,1715,,,,,0,C:\MHOF\Milb\Eastern League\loco.jpg,http://www.milb.com/content/page.jsp?ymd=20151008&content_id=153703432&sid=t452&vkey=team3,1,,7,,1,,,,
1831,Chew Chew,1720,,,,,0,C:\MHOF\Milb\Eastern League\chewchew.jpg,,1,,43,,1,,,,
1832,Rocko,1717,,,,,0,C:\MHOF\Milb\Eastern League\rocko.jpg,http://www.milb.com/content/page.jsp?sid=t418&ymd=20120414&content_id=28652958&vkey=team3,1,,11,,1,,,,
1833,Orbit,1714,,,,,0,C:\MHOF\Milb\Eastern League\orbit.jpg,,1,,6,,1,,,,
1834,Homer,1714,,,,,0,C:\MHOF\Milb\Eastern League\homer.jpg,,1,,10,54,1,,,,
1835,Rubberta,1714,,,,,0,C:\MHOF\Milb\Eastern League\rubberta.jpg,,1,,10,36,1,,,,
1836,Quack the Duck,1723,,,,,0,C:\MHOF\Milb\Eastern League\quack.jpg,http://www.milb.com/content/page.jsp?ymd=20140820&content_id=90538842&fext=.jsp&sid=t522&vkey=,1,,10,36,1,,,,
